"title";"value";"select.name"
"Outline Turn Left";"OutlineTurnLeft";"portal.icon.select"
"Outline Turn Right";"OutlineTurnRight";"portal.icon.select"
"Outline Turn Sharp Left";"OutlineTurnSharpLeft";"portal.icon.select"
"Outline Turn Sharp Right";"OutlineTurnSharpRight";"portal.icon.select"
"Outline Turn Slight Left";"OutlineTurnSlightLeft";"portal.icon.select"
"Outline Turn Slight Right";"OutlineTurnSlightRight";"portal.icon.select"
"Outline Turned In";"OutlineTurnedIn";"portal.icon.select"
"Outline Turned In Not";"OutlineTurnedInNot";"portal.icon.select"
"Outline Tv";"OutlineTv";"portal.icon.select"
"Outline Tv Off";"OutlineTvOff";"portal.icon.select"
"Outline Two Wheeler";"OutlineTwoWheeler";"portal.icon.select"
"Outline Type Specimen";"OutlineTypeSpecimen";"portal.icon.select"
"Outline U Turn Left";"OutlineUTurnLeft";"portal.icon.select"
"Outline U Turn Right";"OutlineUTurnRight";"portal.icon.select"
"Outline Umbrella";"OutlineUmbrella";"portal.icon.select"
"Outline Unarchive";"OutlineUnarchive";"portal.icon.select"
"Outline Undo";"OutlineUndo";"portal.icon.select"
"Outline Unfold Less";"OutlineUnfoldLess";"portal.icon.select"
"Outline Unfold Less Double";"OutlineUnfoldLessDouble";"portal.icon.select"
"Outline Unfold More";"OutlineUnfoldMore";"portal.icon.select"
"Outline Unfold More Double";"OutlineUnfoldMoreDouble";"portal.icon.select"
"Outline Unpublished";"OutlineUnpublished";"portal.icon.select"
"Outline Unsubscribe";"OutlineUnsubscribe";"portal.icon.select"
"Outline Upcoming";"OutlineUpcoming";"portal.icon.select"
"Outline Update";"OutlineUpdate";"portal.icon.select"
"Outline Update Disabled";"OutlineUpdateDisabled";"portal.icon.select"
"Outline Upgrade";"OutlineUpgrade";"portal.icon.select"
"Outline Upload";"OutlineUpload";"portal.icon.select"
"Outline Upload File";"OutlineUploadFile";"portal.icon.select"
"Outline Usb";"OutlineUsb";"portal.icon.select"
"Outline Usb Off";"OutlineUsbOff";"portal.icon.select"
"Outline Vaccines";"OutlineVaccines";"portal.icon.select"
"Outline Vape Free";"OutlineVapeFree";"portal.icon.select"
"Outline Vaping Rooms";"OutlineVapingRooms";"portal.icon.select"
"Outline Verified";"OutlineVerified";"portal.icon.select"
"Outline Verified User";"OutlineVerifiedUser";"portal.icon.select"
"Outline Vertical Align Bottom";"OutlineVerticalAlignBottom";"portal.icon.select"
"Outline Vertical Align Center";"OutlineVerticalAlignCenter";"portal.icon.select"
"Outline Vertical Align Top";"OutlineVerticalAlignTop";"portal.icon.select"
"Outline Vertical Distribute";"OutlineVerticalDistribute";"portal.icon.select"
"Outline Vertical Shades";"OutlineVerticalShades";"portal.icon.select"
"Outline Vertical Shades Closed";"OutlineVerticalShadesClosed";"portal.icon.select"
"Outline Vertical Split";"OutlineVerticalSplit";"portal.icon.select"
"Outline Vibration";"OutlineVibration";"portal.icon.select"
"Outline Video Call";"OutlineVideoCall";"portal.icon.select"
"Outline Video Camera Back";"OutlineVideoCameraBack";"portal.icon.select"
"Outline Video Camera Front";"OutlineVideoCameraFront";"portal.icon.select"
"Outline Video Chat";"OutlineVideoChat";"portal.icon.select"
"Outline Video File";"OutlineVideoFile";"portal.icon.select"
"Outline Video Label";"OutlineVideoLabel";"portal.icon.select"
"Outline Video Library";"OutlineVideoLibrary";"portal.icon.select"
"Outline Video Settings";"OutlineVideoSettings";"portal.icon.select"
"Outline Video Stable";"OutlineVideoStable";"portal.icon.select"
"Outline Videocam";"OutlineVideocam";"portal.icon.select"
"Outline Videocam Off";"OutlineVideocamOff";"portal.icon.select"
"Outline Videogame Asset";"OutlineVideogameAsset";"portal.icon.select"
"Outline Videogame Asset Off";"OutlineVideogameAssetOff";"portal.icon.select"
"Outline View Agenda";"OutlineViewAgenda";"portal.icon.select"
"Outline View Array";"OutlineViewArray";"portal.icon.select"
"Outline View Carousel";"OutlineViewCarousel";"portal.icon.select"
"Outline View Column";"OutlineViewColumn";"portal.icon.select"
"Outline View Comfy";"OutlineViewComfy";"portal.icon.select"
"Outline View Comfy Alt";"OutlineViewComfyAlt";"portal.icon.select"
"Outline View Compact";"OutlineViewCompact";"portal.icon.select"
"Outline View Compact Alt";"OutlineViewCompactAlt";"portal.icon.select"
"Outline View Cozy";"OutlineViewCozy";"portal.icon.select"
"Outline View Day";"OutlineViewDay";"portal.icon.select"
"Outline View Headline";"OutlineViewHeadline";"portal.icon.select"
"Outline View In Ar";"OutlineViewInAr";"portal.icon.select"
"Outline View Kanban";"OutlineViewKanban";"portal.icon.select"
"Outline View List";"OutlineViewList";"portal.icon.select"
"Outline View Module";"OutlineViewModule";"portal.icon.select"
"Outline View Quilt";"OutlineViewQuilt";"portal.icon.select"
"Outline View Sidebar";"OutlineViewSidebar";"portal.icon.select"
"Outline View Stream";"OutlineViewStream";"portal.icon.select"
"Outline View Timeline";"OutlineViewTimeline";"portal.icon.select"
"Outline View Week";"OutlineViewWeek";"portal.icon.select"
"Outline Vignette";"OutlineVignette";"portal.icon.select"
"Outline Villa";"OutlineVilla";"portal.icon.select"
"Outline Visibility";"OutlineVisibility";"portal.icon.select"
"Outline Visibility Off";"OutlineVisibilityOff";"portal.icon.select"
"Outline Voice Chat";"OutlineVoiceChat";"portal.icon.select"
"Outline Voice Over Off";"OutlineVoiceOverOff";"portal.icon.select"
"Outline Voicemail";"OutlineVoicemail";"portal.icon.select"
"Outline Volcano";"OutlineVolcano";"portal.icon.select"
"Outline Volume Down";"OutlineVolumeDown";"portal.icon.select"
"Outline Volume Mute";"OutlineVolumeMute";"portal.icon.select"
"Outline Volume Off";"OutlineVolumeOff";"portal.icon.select"
"Outline Volume Up";"OutlineVolumeUp";"portal.icon.select"
"Outline Volunteer Activism";"OutlineVolunteerActivism";"portal.icon.select"
"Outline Vpn Key";"OutlineVpnKey";"portal.icon.select"
"Outline Vpn Key Off";"OutlineVpnKeyOff";"portal.icon.select"
"Outline Vpn Lock";"OutlineVpnLock";"portal.icon.select"
"Outline Vrpano";"OutlineVrpano";"portal.icon.select"
"Outline Wallet";"OutlineWallet";"portal.icon.select"
"Outline Wallpaper";"OutlineWallpaper";"portal.icon.select"
"Outline Warehouse";"OutlineWarehouse";"portal.icon.select"
"Outline Warning";"OutlineWarning";"portal.icon.select"
"Outline Warning Amber";"OutlineWarningAmber";"portal.icon.select"
"Outline Wash";"OutlineWash";"portal.icon.select"
"Outline Watch";"OutlineWatch";"portal.icon.select"
"Outline Watch Later";"OutlineWatchLater";"portal.icon.select"
"Outline Watch Off";"OutlineWatchOff";"portal.icon.select"
"Outline Water";"OutlineWater";"portal.icon.select"
"Outline Water Damage";"OutlineWaterDamage";"portal.icon.select"
"Outline Water Drop";"OutlineWaterDrop";"portal.icon.select"
"Outline Waterfall Chart";"OutlineWaterfallChart";"portal.icon.select"
"Outline Waves";"OutlineWaves";"portal.icon.select"
"Outline Waving Hand";"OutlineWavingHand";"portal.icon.select"
"Outline Wb Auto";"OutlineWbAuto";"portal.icon.select"
"Outline Wb Cloudy";"OutlineWbCloudy";"portal.icon.select"
"Outline Wb Incandescent";"OutlineWbIncandescent";"portal.icon.select"
"Outline Wb Iridescent";"OutlineWbIridescent";"portal.icon.select"
"Outline Wb Shade";"OutlineWbShade";"portal.icon.select"
"Outline Wb Sunny";"OutlineWbSunny";"portal.icon.select"
"Outline Wb Twilight";"OutlineWbTwilight";"portal.icon.select"
"Outline Wc";"OutlineWc";"portal.icon.select"
"Outline Web";"OutlineWeb";"portal.icon.select"
"Outline Web Asset";"OutlineWebAsset";"portal.icon.select"
"Outline Web Asset Off";"OutlineWebAssetOff";"portal.icon.select"
"Outline Web Stories";"OutlineWebStories";"portal.icon.select"
"Outline Webhook";"OutlineWebhook";"portal.icon.select"
"Outline Weekend";"OutlineWeekend";"portal.icon.select"
"Outline West";"OutlineWest";"portal.icon.select"
"Outline Whatsapp";"OutlineWhatsapp";"portal.icon.select"
"Outline Whatshot";"OutlineWhatshot";"portal.icon.select"
"Outline Wheelchair Pickup";"OutlineWheelchairPickup";"portal.icon.select"
"Outline Where To Vote";"OutlineWhereToVote";"portal.icon.select"
"Outline Widgets";"OutlineWidgets";"portal.icon.select"
"Outline Width Full";"OutlineWidthFull";"portal.icon.select"
"Outline Width Normal";"OutlineWidthNormal";"portal.icon.select"
"Outline Width Wide";"OutlineWidthWide";"portal.icon.select"
"Outline Wifi";"OutlineWifi";"portal.icon.select"
"Outline Wifi1 Bar";"OutlineWifi1Bar";"portal.icon.select"
"Outline Wifi2 Bar";"OutlineWifi2Bar";"portal.icon.select"
"Outline Wifi Calling";"OutlineWifiCalling";"portal.icon.select"
"Outline Wifi Calling3";"OutlineWifiCalling3";"portal.icon.select"
"Outline Wifi Channel";"OutlineWifiChannel";"portal.icon.select"
"Outline Wifi Find";"OutlineWifiFind";"portal.icon.select"
"Outline Wifi Lock";"OutlineWifiLock";"portal.icon.select"
"Outline Wifi Off";"OutlineWifiOff";"portal.icon.select"
"Outline Wifi Password";"OutlineWifiPassword";"portal.icon.select"
"Outline Wifi Protected Setup";"OutlineWifiProtectedSetup";"portal.icon.select"
"Outline Wifi Tethering";"OutlineWifiTethering";"portal.icon.select"
"Outline Wifi Tethering Error";"OutlineWifiTetheringError";"portal.icon.select"
"Outline Wifi Tethering Error Rounded";"OutlineWifiTetheringErrorRounded";"portal.icon.select"
"Outline Wifi Tethering Off";"OutlineWifiTetheringOff";"portal.icon.select"
"Outline Wind Power";"OutlineWindPower";"portal.icon.select"
"Outline Window";"OutlineWindow";"portal.icon.select"
"Outline Wine Bar";"OutlineWineBar";"portal.icon.select"
"Outline Woman";"OutlineWoman";"portal.icon.select"
"Outline Woman2";"OutlineWoman2";"portal.icon.select"
"Outline Work";"OutlineWork";"portal.icon.select"
"Outline Work History";"OutlineWorkHistory";"portal.icon.select"
"Outline Work Off";"OutlineWorkOff";"portal.icon.select"
"Outline Work Outline";"OutlineWorkOutline";"portal.icon.select"
"Outline Workspace Premium";"OutlineWorkspacePremium";"portal.icon.select"
"Outline Workspaces";"OutlineWorkspaces";"portal.icon.select"
"Outline Wrap Text";"OutlineWrapText";"portal.icon.select"
"Outline Wrong Location";"OutlineWrongLocation";"portal.icon.select"
"Outline Wysiwyg";"OutlineWysiwyg";"portal.icon.select"
"Outline Yard";"OutlineYard";"portal.icon.select"
"Outline Youtube Searched For";"OutlineYoutubeSearchedFor";"portal.icon.select"
"Outline Zoom In";"OutlineZoomIn";"portal.icon.select"
"Outline Zoom In Map";"OutlineZoomInMap";"portal.icon.select"
"Outline Zoom Out";"OutlineZoomOut";"portal.icon.select"
"Outline Zoom Out Map";"OutlineZoomOutMap";"portal.icon.select"
"Outlined Flag";"OutlinedFlag";"portal.icon.select"
"Output";"Output";"portal.icon.select"
"Padding";"Padding";"portal.icon.select"
"Pages";"Pages";"portal.icon.select"
"Pageview";"Pageview";"portal.icon.select"
"Paid";"Paid";"portal.icon.select"
"Palette";"Palette";"portal.icon.select"
"Pallet";"Pallet";"portal.icon.select"
"Pan Tool";"PanTool";"portal.icon.select"
"Pan Tool Alt";"PanToolAlt";"portal.icon.select"
"Panorama";"Panorama";"portal.icon.select"
"Panorama Fish Eye";"PanoramaFishEye";"portal.icon.select"
"Panorama Horizontal";"PanoramaHorizontal";"portal.icon.select"
"Panorama Horizontal Select";"PanoramaHorizontalSelect";"portal.icon.select"
"Panorama Photosphere";"PanoramaPhotosphere";"portal.icon.select"
"Panorama Photosphere Select";"PanoramaPhotosphereSelect";"portal.icon.select"
"Panorama Vertical";"PanoramaVertical";"portal.icon.select"
"Panorama Vertical Select";"PanoramaVerticalSelect";"portal.icon.select"
"Panorama Wide Angle";"PanoramaWideAngle";"portal.icon.select"
"Panorama Wide Angle Select";"PanoramaWideAngleSelect";"portal.icon.select"
"Paragliding";"Paragliding";"portal.icon.select"
"Park";"Park";"portal.icon.select"
"Party Mode";"PartyMode";"portal.icon.select"
"Password";"Password";"portal.icon.select"
"Pattern";"Pattern";"portal.icon.select"
"Pause";"Pause";"portal.icon.select"
"Pause Circle";"PauseCircle";"portal.icon.select"
"Pause Circle Filled";"PauseCircleFilled";"portal.icon.select"
"Pause Circle Outline";"PauseCircleOutline";"portal.icon.select"
"Pause Presentation";"PausePresentation";"portal.icon.select"
"Payment";"Payment";"portal.icon.select"
"Payments";"Payments";"portal.icon.select"
"Pedal Bike";"PedalBike";"portal.icon.select"
"Pending";"Pending";"portal.icon.select"
"Pending Actions";"PendingActions";"portal.icon.select"
"Pentagon";"Pentagon";"portal.icon.select"
"People";"People";"portal.icon.select"
"People Alt";"PeopleAlt";"portal.icon.select"
"People Outline";"PeopleOutline";"portal.icon.select"
"Percent";"Percent";"portal.icon.select"
"Perm Camera Mic";"PermCameraMic";"portal.icon.select"
"Perm Contact Calendar";"PermContactCalendar";"portal.icon.select"
"Perm Data Setting";"PermDataSetting";"portal.icon.select"
"Perm Device Information";"PermDeviceInformation";"portal.icon.select"
"Perm Identity";"PermIdentity";"portal.icon.select"
"Perm Media";"PermMedia";"portal.icon.select"
"Perm Phone Msg";"PermPhoneMsg";"portal.icon.select"
"Perm Scan Wifi";"PermScanWifi";"portal.icon.select"
"Person";"Person";"portal.icon.select"
"Person2";"Person2";"portal.icon.select"
"Person3";"Person3";"portal.icon.select"
"Person4";"Person4";"portal.icon.select"
"Person Add";"PersonAdd";"portal.icon.select"
"Person Add Alt";"PersonAddAlt";"portal.icon.select"
"Person Add Alt1";"PersonAddAlt1";"portal.icon.select"
"Person Add Disabled";"PersonAddDisabled";"portal.icon.select"
"Person Off";"PersonOff";"portal.icon.select"
"Person Outline";"PersonOutline";"portal.icon.select"
"Person Pin";"PersonPin";"portal.icon.select"
"Person Pin Circle";"PersonPinCircle";"portal.icon.select"
"Person Remove";"PersonRemove";"portal.icon.select"
"Person Remove Alt1";"PersonRemoveAlt1";"portal.icon.select"
"Person Search";"PersonSearch";"portal.icon.select"
"Personal Injury";"PersonalInjury";"portal.icon.select"
"Personal Video";"PersonalVideo";"portal.icon.select"
"Pest Control";"PestControl";"portal.icon.select"
"Pest Control Rodent";"PestControlRodent";"portal.icon.select"
"Pets";"Pets";"portal.icon.select"
"Phishing";"Phishing";"portal.icon.select"
"Phone";"Phone";"portal.icon.select"
"Phone Android";"PhoneAndroid";"portal.icon.select"
"Phone Bluetooth Speaker";"PhoneBluetoothSpeaker";"portal.icon.select"
"Phone Callback";"PhoneCallback";"portal.icon.select"
"Phone Disabled";"PhoneDisabled";"portal.icon.select"
"Phone Enabled";"PhoneEnabled";"portal.icon.select"
"Phone Forwarded";"PhoneForwarded";"portal.icon.select"
"Phone In Talk";"PhoneInTalk";"portal.icon.select"
"Phone Iphone";"PhoneIphone";"portal.icon.select"
"Phone Locked";"PhoneLocked";"portal.icon.select"
"Phone Missed";"PhoneMissed";"portal.icon.select"
"Phone Paused";"PhonePaused";"portal.icon.select"
"Phonelink";"Phonelink";"portal.icon.select"
"Phonelink Erase";"PhonelinkErase";"portal.icon.select"
"Phonelink Lock";"PhonelinkLock";"portal.icon.select"
"Phonelink Off";"PhonelinkOff";"portal.icon.select"
"Phonelink Ring";"PhonelinkRing";"portal.icon.select"
"Phonelink Setup";"PhonelinkSetup";"portal.icon.select"
"Photo";"Photo";"portal.icon.select"
"Photo Album";"PhotoAlbum";"portal.icon.select"
"Photo Camera";"PhotoCamera";"portal.icon.select"
"Photo Camera Back";"PhotoCameraBack";"portal.icon.select"
"Photo Camera Front";"PhotoCameraFront";"portal.icon.select"
"Photo Filter";"PhotoFilter";"portal.icon.select"
"Photo Library";"PhotoLibrary";"portal.icon.select"
"Photo Size Select Actual";"PhotoSizeSelectActual";"portal.icon.select"
"Photo Size Select Large";"PhotoSizeSelectLarge";"portal.icon.select"
"Photo Size Select Small";"PhotoSizeSelectSmall";"portal.icon.select"
"Php";"Php";"portal.icon.select"
"Piano";"Piano";"portal.icon.select"
"Piano Off";"PianoOff";"portal.icon.select"
"Picture As Pdf";"PictureAsPdf";"portal.icon.select"
"Picture In Picture";"PictureInPicture";"portal.icon.select"
"Picture In Picture Alt";"PictureInPictureAlt";"portal.icon.select"
"Pie Chart";"PieChart";"portal.icon.select"
"Pie Chart Outline";"PieChartOutline";"portal.icon.select"
"Pie Chart Outlined";"PieChartOutlined";"portal.icon.select"
"Pin";"Pin";"portal.icon.select"
"Pin Drop";"PinDrop";"portal.icon.select"
"Pin End";"PinEnd";"portal.icon.select"
"Pin Invoke";"PinInvoke";"portal.icon.select"
"Pinch";"Pinch";"portal.icon.select"
"Pivot Table Chart";"PivotTableChart";"portal.icon.select"
"Pix";"Pix";"portal.icon.select"
"Place";"Place";"portal.icon.select"
"Plagiarism";"Plagiarism";"portal.icon.select"
"Play Arrow";"PlayArrow";"portal.icon.select"
"Play Circle";"PlayCircle";"portal.icon.select"
"Play Circle Filled";"PlayCircleFilled";"portal.icon.select"
"Play Circle Outline";"PlayCircleOutline";"portal.icon.select"
"Play Disabled";"PlayDisabled";"portal.icon.select"
"Play For Work";"PlayForWork";"portal.icon.select"
"Play Lesson";"PlayLesson";"portal.icon.select"
"Playlist Add";"PlaylistAdd";"portal.icon.select"
"Playlist Add Check";"PlaylistAddCheck";"portal.icon.select"
"Playlist Add Check Circle";"PlaylistAddCheckCircle";"portal.icon.select"
"Playlist Add Circle";"PlaylistAddCircle";"portal.icon.select"
"Playlist Play";"PlaylistPlay";"portal.icon.select"
"Playlist Remove";"PlaylistRemove";"portal.icon.select"
"Plumbing";"Plumbing";"portal.icon.select"
"Plus One";"PlusOne";"portal.icon.select"
"Podcasts";"Podcasts";"portal.icon.select"
"Point Of Sale";"PointOfSale";"portal.icon.select"
"Policy";"Policy";"portal.icon.select"
"Poll";"Poll";"portal.icon.select"
"Polyline";"Polyline";"portal.icon.select"
"Polymer";"Polymer";"portal.icon.select"
"Pool";"Pool";"portal.icon.select"
"Portable Wifi Off";"PortableWifiOff";"portal.icon.select"
"Portrait";"Portrait";"portal.icon.select"
"Post Add";"PostAdd";"portal.icon.select"
"Power";"Power";"portal.icon.select"
"Power Input";"PowerInput";"portal.icon.select"
"Power Off";"PowerOff";"portal.icon.select"
"Power Settings New";"PowerSettingsNew";"portal.icon.select"
"Precision Manufacturing";"PrecisionManufacturing";"portal.icon.select"
"Pregnant Woman";"PregnantWoman";"portal.icon.select"
"Present To All";"PresentToAll";"portal.icon.select"
"Preview";"Preview";"portal.icon.select"
"Price Change";"PriceChange";"portal.icon.select"
"Price Check";"PriceCheck";"portal.icon.select"
"Print";"Print";"portal.icon.select"
"Print Disabled";"PrintDisabled";"portal.icon.select"
"Priority High";"PriorityHigh";"portal.icon.select"
"Privacy Tip";"PrivacyTip";"portal.icon.select"
"Private Connectivity";"PrivateConnectivity";"portal.icon.select"
"Production Quantity Limits";"ProductionQuantityLimits";"portal.icon.select"
"Propane";"Propane";"portal.icon.select"
"Propane Tank";"PropaneTank";"portal.icon.select"
"Psychology";"Psychology";"portal.icon.select"
"Psychology Alt";"PsychologyAlt";"portal.icon.select"
"Public";"Public";"portal.icon.select"
"Public Off";"PublicOff";"portal.icon.select"
"Publish";"Publish";"portal.icon.select"
"Published With Changes";"PublishedWithChanges";"portal.icon.select"
"Punch Clock";"PunchClock";"portal.icon.select"
"Push Pin";"PushPin";"portal.icon.select"
"Qr Code";"QrCode";"portal.icon.select"
"Qr Code2";"QrCode2";"portal.icon.select"
"Qr Code Scanner";"QrCodeScanner";"portal.icon.select"
"Query Builder";"QueryBuilder";"portal.icon.select"
"Query Stats";"QueryStats";"portal.icon.select"
"Question Answer";"QuestionAnswer";"portal.icon.select"
"Question Mark";"QuestionMark";"portal.icon.select"
"Queue";"Queue";"portal.icon.select"
"Queue Music";"QueueMusic";"portal.icon.select"
"Queue Play Next";"QueuePlayNext";"portal.icon.select"
"Quickreply";"Quickreply";"portal.icon.select"
"Quiz";"Quiz";"portal.icon.select"
"R Mobiledata";"RMobiledata";"portal.icon.select"
"Radar";"Radar";"portal.icon.select"
"Radio";"Radio";"portal.icon.select"
"Radio Button Checked";"RadioButtonChecked";"portal.icon.select"
"Radio Button Unchecked";"RadioButtonUnchecked";"portal.icon.select"
"Railway Alert";"RailwayAlert";"portal.icon.select"
"Ramen Dining";"RamenDining";"portal.icon.select"
"Ramp Left";"RampLeft";"portal.icon.select"
"Ramp Right";"RampRight";"portal.icon.select"
"Rate Review";"RateReview";"portal.icon.select"
"Raw Off";"RawOff";"portal.icon.select"
"Raw On";"RawOn";"portal.icon.select"
"Read More";"ReadMore";"portal.icon.select"
"Real Estate Agent";"RealEstateAgent";"portal.icon.select"
"Rebase Edit";"RebaseEdit";"portal.icon.select"
"Receipt";"Receipt";"portal.icon.select"
"Receipt Long";"ReceiptLong";"portal.icon.select"
"Recent Actors";"RecentActors";"portal.icon.select"
"Recommend";"Recommend";"portal.icon.select"
"Record Voice Over";"RecordVoiceOver";"portal.icon.select"
"Rectangle";"Rectangle";"portal.icon.select"
"Recycling";"Recycling";"portal.icon.select"
"Redeem";"Redeem";"portal.icon.select"
"Redo";"Redo";"portal.icon.select"
"Reduce Capacity";"ReduceCapacity";"portal.icon.select"
"Refresh";"Refresh";"portal.icon.select"
"Remember Me";"RememberMe";"portal.icon.select"
"Remove";"Remove";"portal.icon.select"
"Remove Circle";"RemoveCircle";"portal.icon.select"
"Remove Circle Outline";"RemoveCircleOutline";"portal.icon.select"
"Remove Done";"RemoveDone";"portal.icon.select"
"Remove From Queue";"RemoveFromQueue";"portal.icon.select"
"Remove Moderator";"RemoveModerator";"portal.icon.select"
"Remove Red Eye";"RemoveRedEye";"portal.icon.select"
"Remove Road";"RemoveRoad";"portal.icon.select"
"Remove Shopping Cart";"RemoveShoppingCart";"portal.icon.select"
"Reorder";"Reorder";"portal.icon.select"
"Repartition";"Repartition";"portal.icon.select"
"Repeat";"Repeat";"portal.icon.select"
"Repeat On";"RepeatOn";"portal.icon.select"
"Repeat One";"RepeatOne";"portal.icon.select"
"Repeat One On";"RepeatOneOn";"portal.icon.select"
"Replay";"Replay";"portal.icon.select"
"Replay10";"Replay10";"portal.icon.select"
"Replay30";"Replay30";"portal.icon.select"
"Replay5";"Replay5";"portal.icon.select"
"Replay Circle Filled";"ReplayCircleFilled";"portal.icon.select"
"Reply";"Reply";"portal.icon.select"
"Reply All";"ReplyAll";"portal.icon.select"
"Report";"Report";"portal.icon.select"
"Report Gmailerrorred";"ReportGmailerrorred";"portal.icon.select"
"Report Off";"ReportOff";"portal.icon.select"
"Report Problem";"ReportProblem";"portal.icon.select"
"Request Page";"RequestPage";"portal.icon.select"
"Request Quote";"RequestQuote";"portal.icon.select"
"Reset Tv";"ResetTv";"portal.icon.select"
"Restart Alt";"RestartAlt";"portal.icon.select"
"Restaurant";"Restaurant";"portal.icon.select"
"Restaurant Menu";"RestaurantMenu";"portal.icon.select"
"Restore";"Restore";"portal.icon.select"
"Restore From Trash";"RestoreFromTrash";"portal.icon.select"
"Restore Page";"RestorePage";"portal.icon.select"
"Reviews";"Reviews";"portal.icon.select"
"Rice Bowl";"RiceBowl";"portal.icon.select"
"Ring Volume";"RingVolume";"portal.icon.select"
"Rocket";"Rocket";"portal.icon.select"
"Rocket Launch";"RocketLaunch";"portal.icon.select"
"Roller Shades";"RollerShades";"portal.icon.select"
"Roller Shades Closed";"RollerShadesClosed";"portal.icon.select"
"Roller Skating";"RollerSkating";"portal.icon.select"
"Roofing";"Roofing";"portal.icon.select"
"Room";"Room";"portal.icon.select"
"Room Preferences";"RoomPreferences";"portal.icon.select"
"Room Service";"RoomService";"portal.icon.select"
"Rotate90 Degrees Ccw";"Rotate90DegreesCcw";"portal.icon.select"
"Rotate90 Degrees Cw";"Rotate90DegreesCw";"portal.icon.select"
"Rotate Left";"RotateLeft";"portal.icon.select"
"Rotate Right";"RotateRight";"portal.icon.select"
"Roundabout Left";"RoundaboutLeft";"portal.icon.select"
"Roundabout Right";"RoundaboutRight";"portal.icon.select"
"Rounded Corner";"RoundedCorner";"portal.icon.select"
"Route";"Route";"portal.icon.select"
"Router";"Router";"portal.icon.select"
"Rowing";"Rowing";"portal.icon.select"
"Rss Feed";"RssFeed";"portal.icon.select"
"Rsvp";"Rsvp";"portal.icon.select"
"Rtt";"Rtt";"portal.icon.select"
"Rule";"Rule";"portal.icon.select"
"Rule Folder";"RuleFolder";"portal.icon.select"
"Run Circle";"RunCircle";"portal.icon.select"
"Running With Errors";"RunningWithErrors";"portal.icon.select"
"Rv Hookup";"RvHookup";"portal.icon.select"
"Safety Check";"SafetyCheck";"portal.icon.select"
"Safety Divider";"SafetyDivider";"portal.icon.select"
"Sailing";"Sailing";"portal.icon.select"
"Sanitizer";"Sanitizer";"portal.icon.select"
"Satellite";"Satellite";"portal.icon.select"
"Satellite Alt";"SatelliteAlt";"portal.icon.select"
"Save";"Save";"portal.icon.select"
"Save Alt";"SaveAlt";"portal.icon.select"
"Save As";"SaveAs";"portal.icon.select"
"Saved Search";"SavedSearch";"portal.icon.select"
"Savings";"Savings";"portal.icon.select"
"Scale";"Scale";"portal.icon.select"
"Scanner";"Scanner";"portal.icon.select"
"Scatter Plot";"ScatterPlot";"portal.icon.select"
"Schedule";"Schedule";"portal.icon.select"
"Schedule Send";"ScheduleSend";"portal.icon.select"
"Schema";"Schema";"portal.icon.select"
"School";"School";"portal.icon.select"
"Science";"Science";"portal.icon.select"
"Score";"Score";"portal.icon.select"
"Scoreboard";"Scoreboard";"portal.icon.select"
"Screen Lock Landscape";"ScreenLockLandscape";"portal.icon.select"
"Screen Lock Portrait";"ScreenLockPortrait";"portal.icon.select"
"Screen Lock Rotation";"ScreenLockRotation";"portal.icon.select"
"Screen Rotation";"ScreenRotation";"portal.icon.select"
"Screen Rotation Alt";"ScreenRotationAlt";"portal.icon.select"
"Screen Search Desktop";"ScreenSearchDesktop";"portal.icon.select"
"Screen Share";"ScreenShare";"portal.icon.select"
"Screenshot";"Screenshot";"portal.icon.select"
"Screenshot Monitor";"ScreenshotMonitor";"portal.icon.select"
"Scuba Diving";"ScubaDiving";"portal.icon.select"
"Sd";"Sd";"portal.icon.select"
"Sd Card";"SdCard";"portal.icon.select"
"Sd Card Alert";"SdCardAlert";"portal.icon.select"
"Sd Storage";"SdStorage";"portal.icon.select"
"Search";"Search";"portal.icon.select"
"Search Off";"SearchOff";"portal.icon.select"
"Security";"Security";"portal.icon.select"
"Security Update";"SecurityUpdate";"portal.icon.select"
"Security Update Good";"SecurityUpdateGood";"portal.icon.select"
"Security Update Warning";"SecurityUpdateWarning";"portal.icon.select"
"Segment";"Segment";"portal.icon.select"
"Select All";"SelectAll";"portal.icon.select"
"Self Improvement";"SelfImprovement";"portal.icon.select"
"Sell";"Sell";"portal.icon.select"
"Send";"Send";"portal.icon.select"
"Send And Archive";"SendAndArchive";"portal.icon.select"
"Send Time Extension";"SendTimeExtension";"portal.icon.select"
"Send To Mobile";"SendToMobile";"portal.icon.select"
"Sensor Door";"SensorDoor";"portal.icon.select"
"Sensor Occupied";"SensorOccupied";"portal.icon.select"
"Sensor Window";"SensorWindow";"portal.icon.select"
"Sensors";"Sensors";"portal.icon.select"
"Sensors Off";"SensorsOff";"portal.icon.select"
"Sentiment Dissatisfied";"SentimentDissatisfied";"portal.icon.select"
"Sentiment Neutral";"SentimentNeutral";"portal.icon.select"
"Sentiment Satisfied";"SentimentSatisfied";"portal.icon.select"
"Sentiment Satisfied Alt";"SentimentSatisfiedAlt";"portal.icon.select"
"Sentiment Very Dissatisfied";"SentimentVeryDissatisfied";"portal.icon.select"
"Sentiment Very Satisfied";"SentimentVerySatisfied";"portal.icon.select"
"Set Meal";"SetMeal";"portal.icon.select"
"Settings";"Settings";"portal.icon.select"
